x1,x2
46.65260810782547,8.440325173453608
44.91325874692739,19.96242291156705
41.036575778782144,5.949775766357504
39.54670169667856,48.77133271460046
47.13390073215414,24.736948985650628
30.558974011603876,31.94874073448069
14.675696416268199,27.335043528404352
18.68746394564734,35.68800795153326
26.629134176890606,25.572541659091552
14.832910327218524,48.975052634979825
4.062446969892957,28.30156162571166
11.570100451035506,21.402991698894997
10.299814319510697,32.94308631796352
3.7778840944407923,33.22290768106231
18.361135613035756,31.408172476602363
