x1,x2
44.561799499932626,34.49839940869163
42.16345326225264,24.044771053835493
3.3698558902219493,31.54670490708683
35.96127486337649,24.82846623366345
3.661460792194238,8.638709967578245
44.50210517580754,32.49520948278469
32.573551017648214,47.804497704508314
2.923421194513565,31.917527982079548
27.716452613278822,3.1434159875312107
13.715023974196724,45.25352007954926
29.856506163767154,6.758584137989741
37.104896226265765,17.833691545109446
13.816764189222166,49.03189343966053
23.593936766135226,47.88201279030904
28.149075630559665,3.6955636429843746
