x1,x2
29.43151760837221,40.771472098289216
15.133859020369785,30.527408103317942
10.193191310600687,21.535334133547
6.287896044513329,33.724561197710436
23.237968549370827,26.849899465749598
12.986466656798767,11.1878631602152
35.43846796517245,29.377507893574784
8.906508641353124,28.130860058328437
13.076417982018276,4.730359318340837
25.71017232521453,44.68176288708848
37.12278788851046,3.8335932577812293
24.567459965526375,12.110464311534955
38.92686291438164,45.03307196863073
27.184587902196412,34.366368874981276
7.8983003597634776,48.64196441612196
23.3222002321187,35.563973230013694
42.493594122153944,7.649338134822506
25.913967742477304,11.973860816049367
46.94418800953806,43.10544793836668
36.658686035297066,7.536416741507936
