x1,x2
12.946683069120397,38.474931551142646
30.355952361407155,21.262816404826626
39.86698242197961,31.338834752839098
37.4658347829687,22.684607846539592
42.46755545478443,3.8652502335764254
11.577766532156737,38.27060519629858
4.771606923291978,39.365242778712016
36.09173637783755,22.006822464319168
7.815695354052896,16.622811523096015
9.663530156132447,37.72775132038905
44.737197302692806,20.99899465516973
25.686806236909945,27.2268407727632
39.00438143455508,24.542646939025257
3.229454372823421,23.81060723130996
22.135067163163185,15.15284658219062
28.29966615573521,15.345536820282774
2.457367942276997,47.99082252517127
6.584926709110128,24.52171069777173
17.742275752282424,16.481233503017407
20.123119596536696,35.886649171000165
