x1,x2
20.407879582673484,28.273657437333465
40.38390555239345,30.177656337792584
8.067145506850732,4.768756280323528
28.58303111885329,39.983291343170244
6.987004106339062,39.993045443899035
37.2211916834392,32.775701630128395
15.654693054572817,40.701296604926185
21.3974553856422,49.60253799850529
30.98173888208446,40.71204867567643
26.388685317414055,26.710797705655626
44.241144263130096,12.515492291432462
19.750933623055143,43.73397492740945
22.00814272138992,49.644359807021935
47.994341472388726,7.878793814653037
5.408716675696372,27.967657209281697
19.041426043602232,13.487487735374817
2.536246005199104,29.69609236957106
6.302141426630746,20.63769823875246
24.704761149959328,34.155525347148476
15.546440740032956,1.4241274813092812
38.92960607893345,23.190598888858673
14.851976722376328,32.35738478782288
45.75716789483202,11.250406349467745
38.58788943222453,21.725862548068548
15.542266959297457,35.93370194309566
