x1,x2
22.786765782699614,16.443108153692314
37.187003934916504,40.72560101522104
29.94984103323528,20.605981101540035
42.87907144758488,39.73530097000296
8.84832549068489,44.46975036258566
40.4749850779143,33.43774541645453
26.27447535943514,25.33253533164574
8.03603736917605,18.461661559648604
47.31603497475869,11.42240235814845
38.58323396894037,3.0856652992490434
41.64975351839785,12.683990858764549
1.6006742825176388,29.499467318772894
39.237622018166505,22.799485447641946
2.4208885780062124,15.577494734829592
9.909050960593131,39.255217655959484
34.64052656117082,12.102659301320127
32.43685147016639,7.513022696413034
10.533173210457049,37.59392230436417
26.6771989793711,2.6214435644867002
35.748816900900835,25.614148713010696
