x1,x2
31.245660050884112,33.85656897681298
5.605507450637569,3.146096803666059
32.858787679986534,39.58976460277945
8.804704974726299,34.5111019985014
41.82542877916727,18.0819652368007
25.698592221101684,26.390168142816812
23.778221499342433,32.25310348908266
39.48858840430413,16.265165566833367
40.76860769194709,30.380342287488823
19.116366901501653,47.10540643878122
2.32638738200147,27.219905266994356
28.190646350418476,14.49240432560336
43.127143737088,35.167731230873585
2.646169594546907,37.136100292026896
44.51076246108152,18.14733155447794
10.924427289962154,40.43623577447142
45.322109613169324,22.360602630929467
43.43621820693035,6.656919662375276
37.852856175265835,9.601130283500146
21.30947085551927,32.20645369013387
1.7199563168903222,10.453138826114133
18.190795542415522,3.378537461326398
42.6565091292175,4.758881086308045
41.82422370053606,21.22916161707896
34.006057687178114,2.046542144506398
